File ID,Topics
1694,"[2, 3]"
1695,[10]
1697,[11]
1698,"[4, 10]"
1699,"[2, 3]"
1700,"[4, 10]"
1701,[10]
1702,"[5, 11]"
1703,[10]
1704,[3]
1705,[]
1709,"[5, 11]"
1710,[5]
1711,"[2, 10]"
1712,"[10, 11]"
1713,"[10, 11]"
1715,[10]
1716,[6]
1717,[]
1718,[2]
1719,[2]
1721,[2]
1722,"[2, 10]"
1723,[5]
1724,[10]
1725,"[3, 9]"
1726,[10]
1727,"[2, 10]"
1728,"[3, 10]"
1729,[4]
1730,[10]
1731,[2]
1732,[6]
1733,"[4, 10]"
1734,"[2, 3]"
1735,[9]
1736,"[5, 6]"
1737,[5]
1738,[10]
1739,"[10, 11]"
1740,[5]
1742,"[4, 11]"
1743,"[4, 5]"
1744,[5]
1745,"[8, 10]"
1746,"[2, 4]"
1747,[10]
1749,"[2, 11]"
1750,[6]
1751,[10]
1752,[5]
1753,[11]
1756,"[8, 10]"
1757,"[9, 10]"
1758,"[5, 11]"
1760,"[6, 10]"
1762,[2]
1763,"[6, 11]"
1764,"[2, 8]"
1765,"[9, 10]"
1766,[5]
1767,[11]
1768,[10]
1769,"[2, 11]"
1770,"[5, 9]"
1773,"[4, 9]"
1774,"[2, 3]"
1775,[5]
1776,[3]
1777,"[3, 5]"
1779,[6]
1780,"[2, 4]"
1781,"[9, 10]"
1782,[10]
1783,"[6, 11]"
1785,"[5, 11]"
1786,"[3, 9]"
1787,[5]
1788,[3]
1789,"[5, 11]"
1790,[10]
1791,"[4, 6]"
1792,[10]
1793,"[3, 9]"
1794,[4]
1795,[9]
1796,[10]
1797,[11]
1798,[10]
1799,[2]
1800,[10]
1801,[9]
1802,"[2, 3]"
1803,"[2, 3]"
1804,"[4, 10]"
1806,[11]
1807,"[5, 10]"
1808,[2]
1809,[5]
1810,[4]
1811,"[2, 5]"
1812,[3]
1813,[4]
1815,[2]
1816,"[9, 10, 11]"
1817,[2]
1818,"[2, 9]"
1820,[6]
1821,"[3, 5]"
1824,"[10, 11]"
1825,"[2, 4]"
1826,[10]
1827,"[3, 5]"
1828,"[2, 10]"
1829,[6]
1830,"[2, 3]"
1831,"[5, 11]"
1832,"[5, 9]"
1833,"[2, 3]"
1835,"[3, 5]"
1836,[3]
1837,"[6, 9]"
1838,"[6, 9]"
1839,"[2, 11]"
1840,[]
1841,[10]
1842,[2]
1843,"[9, 10]"
1844,[5]
1845,"[4, 5]"
1846,"[2, 6]"
1847,"[4, 9]"
1848,"[2, 3]"
1849,"[2, 3]"
1850,[3]
1851,"[9, 10]"
1852,"[3, 9]"
1853,"[6, 10]"
1854,[6]
1855,"[4, 10]"
1856,"[2, 3]"
1857,[5]
1860,"[2, 9]"
1861,"[6, 10]"
1862,"[9, 10]"
1863,[10]
1867,"[9, 10]"
1868,"[2, 6]"
1869,"[4, 6]"
1870,"[3, 4]"
1871,"[4, 6]"
1872,"[2, 3]"
1874,"[4, 6]"
1875,"[2, 3]"
1876,[7]
1877,[2]
1878,"[5, 6]"
1879,[5]
1880,"[4, 6]"
1882,[5]
1883,"[6, 11]"
1884,"[4, 5]"
1885,"[10, 11]"
1886,[2]
1887,[5]
1888,[6]
1889,[3]
1890,"[2, 11]"
1891,"[5, 11]"
1892,"[5, 11]"
1894,[4]
1895,"[5, 6, 9]"
1896,"[2, 9]"
1900,[5]
1901,[4]
1902,"[3, 9]"
1903,[5]
1904,[3]
1905,[11]
1907,[4]
1908,"[2, 3]"
1909,[3]
1910,"[3, 8]"
1911,"[2, 4]"
1912,[10]
1913,"[5, 6]"
1914,"[2, 5]"
1915,[10]
1917,[2]
1918,[10]
1919,[6]
1920,"[5, 10]"
1921,[10]
1922,[5]
1923,[10]
1924,[10]
1925,"[6, 11]"
1926,"[6, 10]"
1927,"[2, 4]"
1929,[6]
1930,"[6, 9]"
1931,"[8, 10]"
1932,"[2, 10]"
1933,"[2, 4]"
1934,"[5, 9]"
1935,[10]
1936,"[6, 11]"
1937,"[5, 6]"
1938,"[2, 5]"
1939,"[4, 10]"
1940,"[3, 4]"
1941,[10]
1942,[10]
1943,"[4, 6]"
1945,"[6, 10]"
1947,"[4, 6]"
1948,"[2, 3]"
1949,[10]
1950,[]
1951,[4]
1953,"[5, 10]"
1954,[4]
1955,[9]
1956,"[6, 10]"
1957,"[10, 11]"
1958,[10]
1959,"[10, 11]"
1960,"[10, 11]"
1961,"[10, 11]"
1962,"[4, 6]"
1963,"[5, 10]"
1964,"[6, 11]"
1965,[10]
1966,"[2, 11]"
1967,"[4, 6]"
1968,[11]
1969,[]
1970,"[6, 11]"
1972,[11]
1973,[11]
1974,[11]
1975,"[5, 10]"
1976,"[9, 10]"
1977,"[6, 10]"
1978,"[2, 4]"
1979,[4]
1980,[10]
1982,[3]
1985,"[6, 10]"
1986,"[2, 3]"
1990,"[2, 4]"
1991,[2]
1992,"[5, 11]"
1993,"[4, 5, 6]"
1994,"[3, 4]"
1995,[11]
1996,"[2, 4]"
1997,"[5, 11]"
1998,"[3, 10]"
1999,"[5, 6]"
2000,[11]
2001,"[10, 11]"
2002,"[2, 4]"
2003,"[5, 9]"
2004,[6]
2005,"[5, 10, 11]"
2006,"[6, 10]"
2007,"[5, 11]"
2009,[6]
2010,"[2, 3]"
2012,"[6, 10]"
2014,"[4, 6]"
2015,[10]
2017,"[5, 10]"
2018,[10]
2019,[9]
2020,[6]
2021,"[3, 10, 11]"
2022,"[10, 11]"
2023,"[6, 11]"
2024,[6]
2025,"[4, 10]"
2028,[1]
2029,[6]
2030,"[6, 11]"
2031,"[6, 11]"
2032,[3]
2033,[5]
2034,[10]
2035,"[6, 11]"
2036,[4]
2038,"[5, 11]"
2039,"[2, 5]"
2040,"[4, 6]"
2041,"[5, 11]"
2042,"[6, 9]"
2043,"[6, 11]"
2044,[6]
2046,[]
2047,"[5, 11]"
2048,"[4, 5]"
2049,"[3, 4]"
2050,[10]
2051,"[5, 11]"
2052,"[2, 6]"
2053,"[2, 5]"
2054,"[6, 10]"
2055,"[2, 6]"
2056,[4]
2058,"[2, 4]"
2060,[10]
2061,[6]
2062,"[6, 11]"
2063,"[6, 10]"
2065,"[2, 3]"
2067,[]
2068,[10]
2069,"[6, 10]"
2070,[2]
2071,"[6, 11]"
2072,[3]
2074,"[10, 11]"
2075,[6]
2077,"[2, 3]"
2079,[9]
2080,[6]
2081,"[4, 6]"
2083,"[10, 11]"
2084,"[2, 10]"
2086,[10]
2087,"[5, 11]"
2088,"[5, 11]"
2089,"[2, 3]"
2090,"[6, 11]"
2091,[3]
2092,"[9, 10]"
2093,"[5, 11]"
2094,"[5, 6]"
2095,[2]
2096,"[2, 10]"
2097,[10]
2098,"[10, 11]"
2099,[10]
2100,"[2, 5]"
2101,[6]
2102,[2]
2103,[2]
2104,[3]
2105,[2]
2106,[10]
2107,[5]
2108,"[10, 11]"
2109,"[6, 11]"
2110,"[2, 5]"
2111,[3]
2112,[5]
2113,"[4, 6]"
2114,"[4, 6]"
2115,[]
2116,"[3, 9]"
2117,[]
2118,"[8, 10]"
2119,[11]
2120,"[5, 6]"
2121,[11]
2122,"[2, 5]"
2123,"[2, 11]"
2124,"[2, 10]"
2125,"[3, 9]"
2126,[6]
2127,[10]
2128,"[6, 11]"
2129,[2]
2130,[10]
2131,"[2, 5]"
2132,[]
2133,[6]
2135,[9]
2136,[10]
2137,[10]
2138,[10]
2141,"[2, 3]"
2143,"[3, 4]"
2144,"[3, 9]"
2145,"[2, 6]"
2146,"[2, 4]"
2147,"[6, 10]"
2148,"[4, 6]"
2149,[3]
2150,[10]
2151,"[10, 11]"
2152,[10]
2153,"[4, 6]"
2154,"[6, 10]"
2155,"[3, 4]"
2156,[10]
2157,"[10, 11]"
2158,"[2, 5]"
2159,[10]
2160,[10]
2161,[5]
2162,[6]
2163,"[10, 11]"
2164,[6]
2165,[10]
2166,"[2, 10]"
2167,"[10, 11]"
2168,"[4, 9]"
2169,[2]
2170,[2]
2171,"[2, 10]"
2172,"[2, 10]"
2173,"[6, 11]"
2175,"[5, 11]"
2176,[2]
2177,"[2, 3]"
2178,[2]
2179,[6]
2180,[10]
2181,"[9, 11]"
2182,"[2, 10]"
2183,"[5, 6]"
2185,"[4, 6]"
2186,[5]
2187,[5]
2189,[]
2190,[10]
2191,[4]
2192,[2]
2194,"[4, 10]"
2195,"[5, 10]"
2196,"[6, 10]"
2197,[4]
2198,"[4, 6]"
2199,"[10, 11]"
2200,"[1, 2]"
2201,"[4, 10]"
2202,[6]
2203,"[4, 6]"
2205,"[2, 4]"
2206,"[2, 3]"
2207,"[4, 6]"
2208,"[2, 5]"
2209,"[3, 9]"
2210,"[3, 11]"
2211,"[1, 2]"
2212,[11]
2213,[10]
2214,"[6, 11]"
2215,"[4, 10]"
2216,"[2, 3]"
2217,[5]
2218,[5]
2220,"[2, 3]"
2221,"[4, 10]"
2222,"[5, 11]"
2223,[10]
2224,"[4, 11]"
2225,"[6, 11]"
2226,"[6, 11]"
2227,[4]
2228,"[2, 3]"
2229,[5]
2231,[4]
2232,[10]
2233,"[4, 6]"
2234,"[2, 9]"
2235,"[4, 6]"
2236,"[6, 10]"
2239,[5]
2240,"[10, 11]"
2241,"[5, 11]"
2242,"[8, 10]"
2243,"[4, 6]"
2244,"[2, 11]"
2245,"[4, 6]"
2246,[3]
2248,[6]
2249,"[4, 6]"
2250,[2]
2251,"[5, 11]"
2252,"[10, 11]"
2253,[9]
2254,[4]
2255,"[7, 10]"
2256,[2]
2257,[10]
2258,[11]
2259,"[10, 11]"
2260,"[10, 11]"
2261,"[2, 3]"
2262,"[6, 10]"
2263,[10]
2264,"[2, 4]"
2265,[5]
2266,"[6, 11]"
2267,[10]
2268,"[2, 4]"
2270,"[2, 11]"
2271,[10]
2272,[10]
2273,"[2, 10]"
2274,[6]
2275,"[6, 11]"
2276,[5]
2278,"[5, 6]"
2279,"[2, 11]"
2280,"[10, 11]"
2281,"[5, 9]"
2282,"[4, 6]"
2283,[6]
2284,[5]
2285,[9]
2288,"[2, 11]"
2290,[10]
2291,[4]
2292,[6]
2293,[6]
2294,[10]
2295,[11]
2297,"[8, 10]"
2298,"[9, 11]"
2299,"[5, 11]"
2301,[11]
2302,[10]
2303,[5]
2304,[5]
2305,"[2, 5]"
2306,"[2, 6]"
2307,"[4, 6]"
2309,"[5, 11]"
2310,[10]
2311,"[10, 11]"
2312,"[4, 11]"
2313,"[6, 11]"
2314,"[2, 3]"
2315,[2]
2316,"[2, 9]"
2317,"[2, 3]"
2318,[3]
2320,"[2, 3, 9]"
2321,"[6, 11]"
2322,"[6, 9]"
2323,[10]
2326,"[4, 11]"
2328,"[2, 11]"
2329,"[10, 11]"
2330,[6]
2332,"[6, 11]"
2333,"[4, 11]"
2334,[4]
2335,[5]
2337,"[2, 5]"
2339,"[6, 10]"
2340,[4]
2341,"[10, 11]"
2343,"[2, 10]"
2344,"[4, 6]"
2345,[11]
2346,"[4, 9]"
2347,[9]
2348,[4]
2349,"[4, 10]"
2350,[9]
2351,"[5, 10]"
2352,"[1, 2]"
2353,[11]
2354,"[6, 11]"
2355,"[1, 2]"
2356,"[2, 6]"
2358,[3]
2359,"[4, 10]"
2360,[11]
2361,"[2, 5]"
2362,[6]
2363,[4]
2364,"[5, 10]"
2366,[2]
2367,"[10, 11]"
2368,"[2, 3]"
2369,[10]
2370,"[2, 11]"
2371,[6]
2372,"[2, 4]"
2373,[3]
2375,"[2, 10]"
2376,"[5, 10]"
2377,"[4, 5, 6]"
2378,[11]
2379,"[5, 11]"
2380,"[9, 10]"
2381,"[4, 11]"
2382,[2]
2383,[2]
2384,[3]
2385,"[3, 5]"
2386,"[2, 10]"
2387,[2]
2388,"[3, 5, 11]"
2389,[11]
2390,[2]
2391,[10]
2393,"[2, 5]"
2394,"[4, 9]"
2395,[10]
2396,[6]
2397,"[6, 11]"
2399,"[3, 6]"
2402,"[5, 11]"
2403,"[2, 5]"
2404,"[4, 6]"
2405,"[5, 9]"
2406,[10]
2407,"[2, 3]"
2408,"[2, 5]"
2409,"[2, 3]"
2410,"[10, 11]"
2411,"[5, 6]"
2412,[2]
2413,[10]
2414,"[5, 9]"
2416,"[5, 6]"
2417,"[5, 11]"
2418,"[2, 4]"
2419,[11]
2420,[]
2421,"[6, 10]"
2423,"[2, 9]"
2424,[9]
2425,"[9, 10]"
2426,[6]
2427,"[5, 11]"
2428,"[5, 10]"
2429,[5]
2430,"[4, 6]"
2431,[8]
2432,[6]
2433,"[6, 11]"
2434,[10]
2435,[6]
2436,[5]
2438,"[2, 5]"
2439,[10]
2440,"[5, 11]"
2441,[4]
2442,"[2, 4]"
2443,"[10, 11]"
2446,"[5, 10]"
2447,"[10, 11]"
2450,"[2, 11]"
2451,[2]
2453,[10]
2454,"[3, 7, 10]"
2455,"[5, 10]"
2456,"[4, 5]"
2457,"[5, 11]"
2458,"[6, 11]"
2459,[10]
2460,[]
2461,"[4, 6]"
2462,[]
2463,[10]
2464,[6]
2465,"[6, 11]"
2466,[6]
2467,[11]
2468,"[2, 3]"
2469,"[2, 5]"
2470,"[5, 6, 11]"
2471,"[3, 10]"
2472,"[4, 6]"
2473,"[2, 5]"
2474,"[2, 5]"
2476,[2]
2477,[2]
2479,"[2, 8]"
2480,[5]
2481,[6]
2482,"[4, 5, 6]"
2484,[]
2485,"[10, 11]"
2486,"[2, 11]"
2487,"[2, 10]"
2490,"[2, 11]"
2491,"[2, 6]"
2492,"[6, 11]"
2493,"[2, 6]"
2494,"[2, 3]"
2495,"[5, 11]"
2496,"[5, 11]"
2497,"[4, 11]"
2498,[5]
2499,"[2, 11]"
2501,[10]
2502,[4]
2503,[11]
2504,"[6, 11]"
2505,"[5, 11]"
2506,[3]
2507,"[2, 3]"
2509,"[6, 11]"
2510,"[4, 5]"
2511,[6]
2512,"[5, 6, 11]"
2514,"[10, 11]"
2515,"[2, 10]"
2516,[2]
2518,"[6, 11]"
2520,"[2, 3]"
2521,"[4, 6]"
2522,"[6, 11]"
2523,[]
2524,[5]
2525,"[2, 4]"
2526,"[2, 5]"
2527,[5]
2528,"[10, 11]"
2529,[6]
2530,[4]
2531,"[10, 11]"
2532,[6]
2533,[6]
2534,"[5, 10]"
2535,[]
2537,"[6, 11]"
2538,"[10, 11]"
2541,"[6, 10]"
2542,"[4, 6]"
2545,"[5, 11]"
2546,"[2, 10]"
2547,[11]
2548,"[2, 5]"
2549,[6]
2550,"[2, 10]"
2551,[11]
2552,[10]
2553,[11]
2554,[10]
2555,[2]
2556,[10]
2557,[6]
2558,"[4, 10]"
2560,"[4, 6, 10]"
2561,"[2, 3]"
2562,[10]
2563,"[4, 6]"
2565,"[4, 6]"
2566,"[5, 11]"
2567,[9]
2568,[5]
2569,[11]
2571,[2]
2572,"[3, 4]"
2575,[11]
2576,"[4, 6]"
2577,[11]
2578,[6]
2579,"[6, 10]"
2580,[4]
2581,"[6, 10]"
2582,"[2, 4]"
2583,"[5, 11]"
2585,"[2, 3]"
2586,[9]
2587,"[5, 10]"
2588,"[1, 2]"
2589,"[10, 11]"
2590,"[4, 10]"
2591,"[2, 9]"
2592,"[10, 11]"
2593,[6]
2594,"[6, 11]"
2595,"[1, 2]"
2596,[4]
2597,[10]
2598,"[6, 11]"
2599,[10]
2600,[3]
2603,"[2, 4]"
2604,"[3, 4]"
2605,[2]
2606,"[4, 6]"
2607,"[10, 11]"
2608,"[4, 9]"
2609,"[4, 9]"
2610,[6]
2612,"[4, 5]"
2613,[6]
2614,"[5, 11]"
2615,"[6, 10]"
2616,"[4, 5]"
2617,[]
2618,[8]
2619,[6]
2620,"[3, 11]"
2621,"[2, 9]"
2622,"[2, 11]"
2623,"[2, 6]"
2624,[2]
2625,[11]
2626,"[2, 9]"
2627,[10]
2629,"[2, 3]"
2630,[6]
2631,[4]
2632,[6]
2633,[6]
2634,"[4, 6]"
2635,[10]
2636,[5]
2637,[10]
2638,"[4, 10]"
2639,[2]
2640,"[10, 11]"
2641,"[3, 10]"
2642,[10]
2643,"[6, 11]"
2645,"[10, 11]"
2646,"[6, 10]"
2647,[6]
2648,[11]
2650,[5]
2651,"[3, 9]"
2653,[5]
2654,[5]
2656,"[5, 8]"
2657,[4]
2658,"[4, 10]"
2659,[2]
2660,[3]
2661,"[3, 9]"
2662,[3]
2663,[6]
2664,[10]
2665,"[6, 11]"
2666,"[6, 11]"
2667,"[6, 9]"
2668,[6]
2669,[5]
2671,"[5, 6]"
2672,"[2, 3]"
2673,[3]
2674,[10]
2675,"[4, 6]"
2676,"[10, 11]"
2677,"[5, 11]"
2678,[4]
2679,[2]
2680,[6]
2681,"[5, 11]"
2682,"[6, 11]"
2683,[5]
2684,[10]
2685,"[2, 6]"
2686,[11]
2687,[2]
2688,[11]
2689,"[10, 11]"
2690,"[10, 11]"
2692,"[2, 3]"
2693,"[4, 6]"
2694,"[4, 6]"
2695,"[2, 3]"
2699,"[2, 3]"
2700,"[4, 6]"
2701,[2]
2702,[11]
2703,"[2, 10]"
2704,"[2, 6]"
2705,"[8, 11]"
2706,[5]
2707,"[2, 5]"
2708,[3]
2709,"[2, 11]"
2712,"[2, 3]"
2713,"[4, 5]"
2714,[10]
2715,"[2, 10]"
2716,"[2, 10]"
2717,[1]
2718,[1]
2719,[9]
2720,"[5, 10]"
2721,"[10, 11]"
2722,"[2, 4]"
2723,"[4, 6]"
2724,"[3, 5]"
2725,[5]
2726,[2]
2727,"[4, 11]"
2728,"[5, 6, 10]"
2729,[4]
2731,"[2, 3]"
2732,"[3, 4]"
2733,"[2, 3]"
2734,"[3, 9]"
2735,"[7, 8]"
2736,"[6, 9]"
2737,"[5, 10]"
2738,"[10, 11]"
2739,"[4, 5]"
2740,[4]
2741,[3]
2742,[11]
2743,"[10, 11]"
2744,[]
2745,"[5, 6]"
2746,[5]
2747,"[4, 6]"
2748,"[5, 10]"
2749,"[4, 5]"
2750,[8]
2751,"[3, 5]"
2752,[]
2753,"[6, 10]"
2754,"[5, 10]"
2755,"[6, 11]"
2756,[4]
2757,"[5, 10]"
2758,[6]
2759,[]
2760,[6]
2761,"[2, 3]"
2762,"[5, 11]"
2763,[3]
2764,"[6, 11]"
2765,"[2, 5]"
2766,"[2, 6]"
2767,[6]
2768,"[5, 6]"
2769,[5]
2770,"[5, 10]"
2771,"[2, 3]"
2772,"[5, 10]"
2773,"[4, 10]"
2774,"[2, 3]"
2775,"[5, 10]"
2776,"[4, 6]"
2777,"[10, 11]"
2779,[9]
2780,[5]
2782,[10]
2783,"[5, 11]"
2784,"[4, 8]"
2785,[10]
2786,"[5, 11]"
2787,"[6, 11]"
2789,[2]
2790,[4]
2791,[6]
2792,"[5, 9]"
2793,"[2, 5]"
2795,[10]
2796,"[2, 6]"
2798,"[4, 6]"
2799,"[3, 5]"
2801,[6]
2802,"[6, 11]"
2803,"[2, 5]"
2805,[5]
2807,[5]
2809,"[2, 5]"
2810,"[2, 3]"
2811,[5]
2813,"[2, 3]"
2814,"[4, 10]"
2815,[3]
2816,[]
2817,"[2, 3]"
2818,[10]
2819,"[5, 6, 9]"
2820,"[2, 10]"
2822,"[2, 5]"
2823,"[7, 10]"
2824,[4]
2825,"[10, 11]"
2826,"[2, 3]"
2827,"[2, 3]"
2828,"[3, 11]"
2829,"[4, 11]"
2831,"[2, 5]"
2833,"[2, 3]"
2834,"[3, 10]"
2835,"[2, 5]"
2836,"[2, 5]"
2837,"[3, 4]"
2838,[4]
2839,"[10, 11]"
2840,[4]
2842,"[4, 6]"
2843,[10]
2844,"[4, 6]"
2845,[2]
2846,"[5, 6, 11]"
2847,[6]
2848,"[4, 6]"
2849,[5]
2850,"[3, 4]"
2851,[2]
2852,"[4, 6]"
2853,"[6, 11]"
2854,"[4, 6]"
2857,"[4, 6]"
2858,"[5, 9]"
2859,"[3, 6]"
2860,"[2, 4]"
2861,[3]
2862,"[6, 9]"
2863,[2]
2864,"[2, 5]"
2866,[10]
2867,"[6, 11]"
2868,"[4, 6]"
2869,[11]
2871,"[4, 7]"
2872,"[4, 6]"
2873,"[4, 6]"
2874,"[4, 5]"
2875,"[3, 4]"
2876,[11]
2877,[2]
2878,[6]
2879,"[10, 11]"
2880,"[5, 6]"
2881,"[2, 4]"
2882,"[6, 10]"
2883,[6]
2884,[10]
2885,[4]
2886,"[5, 11]"
2887,[11]
2888,"[5, 9]"
2889,"[4, 6]"
2890,"[8, 11]"
2891,[11]
2892,"[3, 6]"
2893,"[2, 11]"
2894,[4]
2895,"[1, 2]"
2896,"[6, 11]"
2897,"[4, 6]"
2898,[9]
2899,"[5, 10]"
2900,"[2, 3]"
2901,"[4, 6]"
2902,"[6, 10]"
2903,[11]
2904,"[5, 11]"
2905,"[4, 6]"
2907,[6]
2908,"[2, 3]"
2909,[2]
2910,"[4, 6]"
2911,"[5, 6]"
2912,"[3, 5, 11]"
2913,"[10, 11]"
2915,"[3, 5]"
2916,[11]
2917,[11]
2918,[10]
2920,[5]
2921,[6]
2922,"[2, 4, 5]"
2923,[6]
2924,[10]
2925,"[10, 11]"
2926,[6]
2927,"[6, 10]"
2928,[10]
2929,"[6, 11]"
2932,"[1, 5]"
2933,"[3, 6]"
2934,"[4, 5, 11]"
2935,"[2, 3]"
2936,"[6, 11]"
2937,[5]
2938,"[2, 9]"
2939,[4]
2940,"[5, 9]"
2941,[6]
2942,[2]
2943,"[10, 11]"
2944,[5]
2945,"[10, 11]"
2947,"[3, 10]"
2950,"[3, 10]"
2951,[10]
2952,"[5, 11]"
2953,"[2, 3]"
2954,"[2, 5]"
2955,[2]
2957,"[2, 9]"
2958,[6]
2959,"[6, 11]"
2960,"[3, 4]"
2961,"[7, 10]"
2963,"[6, 11]"
2964,"[2, 3]"
2965,"[9, 11]"
2966,"[5, 6]"
2967,"[5, 10]"
2968,"[5, 11]"
2969,[10]
2970,[6]
2972,[11]
2973,"[6, 10]"
2975,[10]
2976,[11]
2977,"[2, 11]"
2978,[9]
2979,"[6, 10]"
2980,[6]
2981,"[3, 10]"
2982,[4]
2983,[2]
2984,"[2, 3]"
2985,[3]
2986,[2]
2987,"[2, 5]"
2988,[2]
2989,"[6, 11]"
2990,[]
2991,[10]
2992,[10]
2993,"[5, 11]"
2995,"[6, 10]"
2996,[10]
2997,"[10, 11]"
2998,[10]
2999,"[5, 11]"
3000,"[4, 6]"
3001,"[6, 10]"
3003,[10]
3004,"[2, 9]"
3005,"[5, 11]"
3007,[3]
3008,[10]
3010,[5]
3011,"[2, 11]"
3012,"[3, 5, 9]"
3013,"[2, 3]"
3014,"[2, 3]"
3016,"[6, 11]"
3017,[6]
3018,[3]
3019,"[3, 6]"
3020,[5]
3021,[6]
3022,[2]
3023,[3]
3024,"[5, 10]"
3025,[5]
3026,"[6, 10]"
3027,[10]
3028,"[6, 8]"
3029,"[6, 11]"
3030,"[4, 5]"
3031,"[2, 6]"
3032,[4]
3033,"[4, 5]"
3034,"[2, 5]"
3035,[10]
3036,"[2, 11]"
3038,"[2, 11]"
3040,[6]
3041,"[3, 5]"
3042,[3]
3043,[11]
3044,"[10, 11]"
3045,"[10, 11]"
3046,[4]
3048,"[5, 6]"
3050,[4]
3051,"[2, 10]"
3053,"[4, 6]"
3054,[5]
3055,"[2, 9]"
3056,[10]
3057,[10]
3058,[5]
3060,"[5, 10]"
3061,"[4, 10]"
3062,[4]
3063,[2]
3064,"[2, 10]"
3065,"[3, 4]"
3066,"[5, 11]"
3067,"[3, 6]"
3068,"[2, 10]"
3069,"[4, 6]"
3075,"[4, 6]"
3076,[2]
3077,"[6, 11]"
3081,[4]
3082,[2]
3084,[2]
3085,[]
3086,[6]
3087,"[6, 10]"
3088,[10]
3089,"[2, 5]"
3091,[6]
3092,"[4, 5]"
3093,"[5, 9]"
3095,"[1, 2]"
3096,"[3, 5]"
3097,"[6, 10]"
3098,"[2, 9]"
3099,"[2, 5]"
3100,[3]
3101,"[3, 9]"
3102,[5]
3103,"[2, 10]"
3104,"[3, 4]"
3105,[4]
3107,"[4, 10]"
3108,[10]
3109,[10]
3110,[1]
3111,"[4, 6]"
3112,[4]
3113,[10]
3114,"[2, 5]"
3115,[2]
3116,[4]
3117,[11]
3118,[2]
3119,"[2, 9]"
3120,"[6, 10]"
3121,"[2, 10]"
3122,"[2, 4]"
3123,[9]
3124,[]
3125,"[2, 5]"
3126,"[5, 10]"
3128,[6]
3129,"[3, 4]"
3130,"[5, 6]"
3131,"[2, 10]"
3132,"[2, 10]"
3133,[10]
3134,"[6, 10]"
3135,"[4, 5]"
3136,[4]
3137,"[4, 6]"
3138,[10]
3139,"[4, 5]"
3140,[6]
3142,"[4, 6]"
3143,[6]
3144,[9]
3145,"[6, 10]"
3146,[4]
3147,"[7, 10]"
3148,"[2, 6]"
3149,"[4, 5]"
3150,"[5, 10]"
3151,"[2, 9]"
3152,[4]
3153,[5]
3154,"[2, 3]"
3155,[3]
3156,[5]
3157,[6]
3158,[11]
3160,[10]
3161,"[4, 5]"
3164,"[2, 3]"
3165,[2]
3166,[11]
3167,"[2, 10]"
3168,"[2, 3]"
3169,"[2, 3]"
3170,"[2, 5]"
3171,[11]
3173,[4]
3175,[11]
3177,"[2, 10]"
3178,"[2, 11]"
3179,[2]
3181,[3]
3183,[11]
3184,"[6, 10]"
3185,[4]
3186,"[6, 10]"
3187,"[2, 11]"
3188,[6]
3189,"[5, 11]"
3190,"[10, 11]"
3191,[6]
3192,"[2, 6]"
3193,[4]
3194,[6]
3195,[11]
3196,[6]
3197,[4]
3198,[6]
3199,[4]
3200,[4]
3201,[11]
3202,[6]
3203,[9]
3204,"[3, 6]"
3205,"[2, 4]"
3206,[10]
3207,[4]
3208,"[6, 10]"
3209,"[2, 6]"
3210,"[4, 5]"
3211,"[2, 5]"
3212,"[6, 11]"
3213,"[4, 6]"
3214,"[4, 6]"
3217,[6]
3218,[5]
3219,"[2, 6]"
3220,[10]
3221,"[2, 10]"
3223,"[5, 11]"
3224,"[2, 4]"
3225,"[2, 4]"
3226,[2]
3227,[2]
3228,[10]
3229,[6]
3230,"[2, 5]"
3231,[4]
3232,[4]
3233,[2]
3234,[2]
3235,"[5, 10]"
3236,[6]
3237,[6]
3238,"[4, 6]"
3239,[6]
3240,"[4, 6]"
3241,[10]
3242,"[2, 4]"
3243,[4]
3244,"[6, 10]"
3245,"[2, 10]"
3246,"[3, 5]"
3247,[10]
3248,"[2, 6]"
3249,"[6, 10]"
3250,[6]
3251,"[6, 11]"
3252,"[4, 5]"
3253,"[6, 10]"
3254,"[4, 6]"
3255,"[5, 6]"
3256,[10]
3257,"[10, 11]"
3258,"[4, 6]"
3259,[6]
3260,[]
3261,"[5, 10]"
3262,"[10, 11]"
3263,"[6, 11]"
3264,[4]
3265,"[10, 11]"
3266,[10]
3267,"[4, 6]"
3268,[10]
3269,"[9, 10]"
3270,"[4, 6]"
3271,[10]
3272,"[4, 9]"
3273,"[2, 3]"
3274,[6]
3275,"[6, 10]"
3276,"[10, 11]"
3277,"[5, 10]"
3278,[6]
3279,[10]
3280,"[5, 10]"
3281,"[4, 6]"
3282,"[5, 6]"
3283,"[3, 4, 6]"
3284,"[4, 6, 9]"
3285,"[2, 3]"
3286,"[6, 10]"
3287,[10]
3288,"[2, 11]"
3289,"[5, 6]"
3290,"[2, 10]"
3291,"[4, 6]"
3293,"[2, 3]"
3294,[2]
3295,"[4, 10]"
3296,[10]
3297,[4]
3298,"[4, 6]"
3299,"[2, 4]"
3300,[5]
3301,"[4, 6]"
3302,"[2, 5, 9]"
3304,"[6, 10]"
3305,"[2, 6]"
3306,"[3, 9]"
3307,"[9, 10]"
3308,[6]
3309,"[3, 5]"
3310,"[2, 5]"
3311,"[10, 11]"
3312,"[4, 5]"
3313,"[6, 8]"
3314,"[6, 10]"
3315,"[4, 10]"
